2021-04-07 16:15:07 DEBUG ClientService:13 - Client{id=0, name='Maria', email='maria@mail.com', phone=380919229123, about='new client Maria', age=20}
2021-04-07 16:15:07 DEBUG ClientDao:14 - Client{id=0, name='Maria', email='maria@mail.com', phone=380919229123, about='new client Maria', age=20}
2021-04-07 16:15:07 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-04-07 16:15:07 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-04-07 16:15:07 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-04-07 16:15:07 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-04-07 16:15:07 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.4.29.Final
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration byte[] -> org.hibernate.type.BinaryType@7a48e6e2
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration [B -> org.hibernate.type.BinaryType@7a48e6e2
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@34a75079
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@34a75079
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@34a75079
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration row_version -> org.hibernate.type.RowVersionType@4052274f
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration image -> org.hibernate.type.ImageType@5bf22f18
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration characters -> org.hibernate.type.CharArrayType@741b3bc3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration char[] -> org.hibernate.type.CharArrayType@741b3bc3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration [C -> org.hibernate.type.CharArrayType@741b3bc3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@6d366c9b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@6d366c9b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@6d366c9b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration text -> org.hibernate.type.TextType@64beebb7
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration ntext -> org.hibernate.type.NTextType@32f0fba8
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration blob -> org.hibernate.type.BlobType@eb6449b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@eb6449b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@7e985ce9
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration clob -> org.hibernate.type.ClobType@423e4cbb
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@423e4cbb
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration nclob -> org.hibernate.type.NClobType@235f4c10
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@235f4c10
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@757d6814
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@52b56a3e
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration serializable -> org.hibernate.type.SerializableType@226642a5
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration object -> org.hibernate.type.ObjectType@76c7beb3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@76c7beb3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@7b139eab
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@4e76dac
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@611df6e3
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@5f2f577
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6273c5a4
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@5d465e4b
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@53e211ee
2021-04-07 16:15:07 DEBUG BasicTypeRegistry:157 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@41a90fa8
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-04-07 16:15:07 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2021-04-07 16:15:07 WARN  pooling:72 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2021-04-07 16:15:07 INFO  pooling:115 - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/postgres]
2021-04-07 16:15:07 INFO  pooling:121 - HHH10001001: Connection properties: {password=jenyate, user=postgres}
2021-04-07 16:15:07 INFO  pooling:129 - HHH10001003: Autocommit mode: false
2021-04-07 16:15:07 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
2021-04-07 16:15:07 INFO  DriverManagerConnectionProviderImpl:259 - HHH000115: Hibernate connection pool size: 14 (min=1)
2021-04-07 16:15:08 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : PostgreSQL
    version : 13.2
      major : 13
      minor : 2
2021-04-07 16:15:08 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : PostgreSQL JDBC Driver
    version : 42.2.18
      major : 42
      minor : 2
2021-04-07 16:15:08 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
2021-04-07 16:15:08 INFO  Dialect:175 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2021-04-07 16:15:08 DEBUG IdentifierHelperBuilder:110 - JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
2021-04-07 16:15:08 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2021-04-07 16:15:08 DEBUG BasicTypeRegistry:157 - Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@3f36b447
2021-04-07 16:15:08 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.PostgresUUIDType@3f36b447
2021-04-07 16:15:08 DEBUG BasicTypeRegistry:160 - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@19fe4644
2021-04-07 16:15:08 DEBUG TypeConfiguration$Scope:152 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@5d39f2d8] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@6ad6fa53]
2021-04-07 16:15:08 DEBUG AnnotationBinder:560 - Binding entity from annotated class: entity.Client
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-04-07 16:15:08 DEBUG EntityBinder:430 - Import with entity name Client
2021-04-07 16:15:08 DEBUG EntityBinder:873 - Bind entity entity.Client on table clients
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=id, insertable=true, updatable=true, unique=false}
2021-04-07 16:15:08 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [entity.Client] is safe
2021-04-07 16:15:08 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : entity.Client
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property id with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:id]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for id
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property id
2021-04-07 16:15:08 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, , ...)
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=about, insertable=true, updatable=true, unique=false}
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property about with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:about]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for about
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property about
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=age, insertable=true, updatable=true, unique=false}
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property age with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:age]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for age
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property age
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=email, insertable=true, updatable=true, unique=true}
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property email with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:email]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for email
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property email
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=name, insertable=true, updatable=true, unique=false}
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property name with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:name]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for name
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property name
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(clients), mappingColumn=phone, insertable=true, updatable=true, unique=true}
2021-04-07 16:15:08 DEBUG PropertyBinder:175 - MetadataSourceProcessor property phone with lazy=false
2021-04-07 16:15:08 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [entity.Client:phone]
2021-04-07 16:15:08 DEBUG SimpleValueBinder:410 - building SimpleValue for phone
2021-04-07 16:15:08 DEBUG PropertyBinder:266 - Building property phone
2021-04-07 16:15:08 DEBUG AnnotationBinder:560 - Binding entity from annotated class: entity.Account
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-04-07 16:15:08 DEBUG EntityBinder:430 - Import with entity name Account
2021-04-07 16:15:08 DEBUG EntityBinder:873 - Bind entity entity.Account on table accounts
2021-04-07 16:15:08 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(accounts), mappingColumn=id, insertable=true, updatable=true, unique=false}
2021-04-07 16:15:08 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [entity.Account] is safe
